Bell ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Ring ID,Collection Type,Ring Size,Bell Role,Bell Name,Weight (lbs),Weight (approx),Nominal (Hz),Note,Diameter (in),Cast Date,Listed,Founder,Founder Uncertain,Caster,Canons,Turnings,Cracked,Frame ID,In Pit,Modification Date
1715,Coddington,All Saints,Nottinghamshire,11794,SK834544,53.08116,-0.75517,1795,full-circle ring,6,6,,796,,951,B♭,34.5,1867,,John Taylor & Co,,,removed,,,1754,Y,09/12/2020 11:20
16632,Codford St Mary,S Mary,Wiltshire,15968,ST974397,51.15724,-2.0375,5969,full-circle ring,3 U/R,1,,504,Y,1161,D,28.5,1602,Y,John Wallis,,,conventional,unturned,,1755,Y,09/12/2020 11:20
16633,Codford St Mary,S Mary,Wiltshire,15968,ST974397,51.15724,-2.0375,5969,full-circle ring,3 U/R,2,,616,Y,1048,C,30.63,1616,Y,John Wallis,,,conventional,unturned,,1755,Y,19/09/2021 20:41
1716,Codford St Mary,S Mary,Wiltshire,15968,ST974397,51.15724,-2.0375,5969,full-circle ring,3 U/R,3,,776,,919,B♭,33.63,1582,Y,John Wallis,,,conventional,unturned,welded,1755,Y,09/07/2021 19:43
16634,Codford St Peter,S Peter,Wiltshire,16024,ST965399,51.15863,-2.05041,6025,full-circle ring,6,1,,486,,1209,D♯,27.8,1946,,Mears & Stainbank,,,flat,unturned,,1756,Y,09/12/2020 11:20
16635,Codford St Peter,S Peter,Wiltshire,16024,ST965399,51.15863,-2.05041,6025,full-circle ring,6,2,,529,,1092.5,C♯,29.5,1725,,William Cockey,,,conventional,quarter,,1756,Y,09/12/2020 11:20
16636,Codford St Peter,S Peter,Wiltshire,16024,ST965399,51.15863,-2.05041,6025,full-circle ring,6,3,,600,,970.5,B,31.1,1655,Y,Nathaniel Bolter,,,removed,eighth,,1756,Y,09/12/2020 11:20
16637,Codford St Peter,S Peter,Wiltshire,16024,ST965399,51.15863,-2.05041,6025,full-circle ring,6,4,,786,,905,A♯,33.5,1671,Y,John II Lott,,,conventional,quarter,,1756,Y,09/12/2020 11:20
16638,Codford St Peter,S Peter,Wiltshire,16024,ST965399,51.15863,-2.05041,6025,full-circle ring,6,5,,935,,811.5,G♯,36.2,1608,,John Wallis,,,conventional,unturned,,1756,Y,09/12/2020 11:20
1717,Codford St Peter,S Peter,Wiltshire,16024,ST965399,51.15863,-2.05041,6025,full-circle ring,6,6,,1184,,722,F♯,40.2,1625,Y,John I Lott,,,removed,eighth,,1756,Y,09/12/2020 11:20
16639,Codicote,S Giles,Hertfordshire,13421,TL218187,51.85387,-0.23238,3422,full-circle ring,8,1,,455,,1745.3,A,24.75,1997,,Whitechapel Bell Foundry,,,flat,,,,Y,06/10/2021 17:02
16640,Codicote,S Giles,Hertfordshire,13421,TL218187,51.85387,-0.23238,3422,full-circle ring,8,2,,511,,1645.5,G♯,25.88,1997,,Whitechapel Bell Foundry,,,flat,,,,Y,06/10/2021 17:03
16641,Codicote,S Giles,Hertfordshire,13421,TL218187,51.85387,-0.23238,3422,full-circle ring,8,3,,504,Y,,F♯,28,1812,,John Briant,,,removed,,,,Y,09/12/2020 11:20
16642,Codicote,S Giles,Hertfordshire,13421,TL218187,51.85387,-0.23238,3422,full-circle ring,8,4,,560,Y,,E,28.75,1782,,John Briant,,,removed,,,,Y,09/12/2020 11:20
16643,Codicote,S Giles,Hertfordshire,13421,TL218187,51.85387,-0.23238,3422,full-circle ring,8,5,,616,Y,,D,30,1782,,John Briant,,,removed,,,,Y,09/12/2020 11:20
16644,Codicote,S Giles,Hertfordshire,13421,TL218187,51.85387,-0.23238,3422,full-circle ring,8,6,,728,Y,,C♯,31.5,1782,,John Briant,,,removed,,,,Y,09/12/2020 11:20
16645,Codicote,S Giles,Hertfordshire,13421,TL218187,51.85387,-0.23238,3422,full-circle ring,8,7,,896,Y,,B,34,1782,,John Briant,,,removed,,,,Y,09/12/2020 11:20
1718,Codicote,S Giles,Hertfordshire,13421,TL218187,51.85387,-0.23238,3422,full-circle ring,8,8,,1120,Y,860,A,38.25,1792,,John Briant,,,removed,,,,Y,09/12/2020 11:20
16646,Codsall,S Nicholas,Staffordshire,12370,SJ866040,52.63406,-2.19941,2371,full-circle ring,8,1,,365,,1554,G,24.25,1936,,John Taylor & Co,,,flat,unturned,,1757,Y,09/12/2020 11:20
16647,Codsall,S Nicholas,Staffordshire,12370,SJ866040,52.63406,-2.19941,2371,full-circle ring,8,2,,384,,1466,F♯,24.38,1936,,John Taylor & Co,,,flat,unturned,,1757,Y,09/12/2020 11:20
16648,Codsall,S Nicholas,Staffordshire,12370,SJ866040,52.63406,-2.19941,2371,full-circle ring,8,3,,407,,1304,E,26,1936,,John Taylor & Co,,,flat,unturned,,1757,Y,09/12/2020 11:20
16649,Codsall,S Nicholas,Staffordshire,12370,SJ866040,52.63406,-2.19941,2371,full-circle ring,8,4,,494,,1163,D,28,1936,,John Taylor & Co,,,flat,unturned,,1757,Y,09/12/2020 11:20
16650,Codsall,S Nicholas,Staffordshire,12370,SJ866040,52.63406,-2.19941,2371,full-circle ring,8,5,,564,,1037,C,30,1936,,John Taylor & Co,,,flat,unturned,,1757,Y,09/12/2020 11:20
16651,Codsall,S Nicholas,Staffordshire,12370,SJ866040,52.63406,-2.19941,2371,full-circle ring,8,6,,634,,976,B,31,1936,,John Taylor & Co,,,flat,unturned,,1757,Y,09/12/2020 11:20
16652,Codsall,S Nicholas,Staffordshire,12370,SJ866040,52.63406,-2.19941,2371,full-circle ring,8,7,,803,,872.5,A,34,1936,,John Taylor & Co,,,flat,unturned,,1757,Y,09/12/2020 11:20
1719,Codsall,S Nicholas,Staffordshire,12370,SJ866040,52.63406,-2.19941,2371,full-circle ring,8,8,,1085,,776,G,38,1936,,John Taylor & Co,,,flat,unturned,,1757,Y,09/12/2020 11:20
16653,Coffinswell,S Bartholomew,Devon,11672,SX891684,50.5051,-3.56506,1673,full-circle ring,6,1,,585,,1164,D,30,1904,,Mears & Stainbank,,,removed,,,1759,Y,09/12/2020 11:20
16654,Coffinswell,S Bartholomew,Devon,11672,SX891684,50.5051,-3.56506,1673,full-circle ring,6,2,,688,,1037,C,32.13,1897,,John Warner & Sons,,,removed,,,1758,Y,09/12/2020 11:20
16655,Coffinswell,S Bartholomew,Devon,11672,SX891684,50.5051,-3.56506,1673,full-circle ring,6,3,,704,,923,B♭,32.25,c1499,Y,Exeter foundry,,,conventional,,,1758,Y,09/12/2020 11:20
16656,Coffinswell,S Bartholomew,Devon,11672,SX891684,50.5051,-3.56506,1673,full-circle ring,6,4,,968,,874,A,35.75,c1450,Y,I T,,,conventional,,,1758,Y,09/12/2020 11:20
16657,Coffinswell,S Bartholomew,Devon,11672,SX891684,50.5051,-3.56506,1673,full-circle ring,6,5,,1188,,776,G,39,1626,,Thomas II Pennington,,,conventional,,,1758,Y,09/12/2020 11:20
1720,Coffinswell,S Bartholomew,Devon,11672,SX891684,50.5051,-3.56506,1673,full-circle ring,6,6,,1237,,692,F,41.5,1894,,John Warner & Sons,,,removed,,,1758,Y,09/12/2020 11:20
16658,Cogenhoe,S Peter,Northamptonshire,11039,SP830610,52.24139,-0.78573,1040,full-circle ring,6,1,,434,,1505,F♯,25.13,1909,,Alfred Bowell,,,flat,quarter,,1760,Y,06/04/2021 18:52
16659,Cogenhoe,S Peter,Northamptonshire,11039,SP830610,52.24139,-0.78573,1040,full-circle ring,6,2,,472,,1346,E,26.88,1909,,Alfred Bowell,,,flat,quarter,,1760,Y,06/04/2021 18:52
16660,Cogenhoe,S Peter,Northamptonshire,11039,SP830610,52.24139,-0.78573,1040,full-circle ring,6,3,,499,,1194,D,27.75,1909,,Alfred Bowell,,,flat,quarter,,1760,Y,06/04/2021 18:53
16661,Cogenhoe,S Peter,Northamptonshire,11039,SP830610,52.24139,-0.78573,1040,full-circle ring,6,4,,592,,1131,C♯,29.75,1909,,Alfred Bowell,,,flat,quarter,,1760,Y,06/04/2021 18:53
16662,Cogenhoe,S Peter,Northamptonshire,11039,SP830610,52.24139,-0.78573,1040,full-circle ring,6,5,,754,,1005,B,32.63,1909,,Alfred Bowell,,,flat,quarter,,1760,Y,06/04/2021 18:54
1721,Cogenhoe,S Peter,Northamptonshire,11039,SP830610,52.24139,-0.78573,1040,full-circle ring,6,6,,938,,897,A,35.5,1909,,Alfred Bowell,,,flat,quarter,,1760,Y,06/04/2021 18:55
16663,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,1,,558,,1471,F♯,26.75,2000,,John Taylor Bellfounders Ltd,,,flat,,,1761,Y,09/12/2020 11:20
16664,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,2,,600,,1306,E,28.75,1876,,John Warner & Sons,,,removed,,,1761,Y,09/12/2020 11:20
16665,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,3,,664,,1169,D,29.88,2000,,John Taylor Bellfounders Ltd,,,flat,,,1761,Y,09/12/2020 11:20
16666,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,4,,675,,1102,C♯,30.63,1931,,Gillett & Johnston,,,flat,,,1761,Y,09/12/2020 11:20
16667,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,5,,886,,978,B,34.13,1681,,Miles III Graye,,,conventional,,,1761,Y,09/12/2020 11:20
16668,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,6,,878,,872,A,36.13,1733,,Thomas Gardiner,,,removed,,,1761,Y,09/12/2020 11:20
16669,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,7,,1114,,778,G,38.88,1904,,John Taylor & Co,,,flat,,,1761,Y,09/12/2020 11:20
16670,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,8,,1478,,734.5,F♯,42.63,1733,Y,Thomas Gardiner,,,removed,,,1761,Y,09/12/2020 11:20
16671,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,9,,1964,,654,E,45.5,2000,,John Taylor Bellfounders Ltd,,,flat,,,1761,Y,09/12/2020 11:20
1722,Coggeshall,S Peter ad Vincula,Essex,13518,TL853230,51.87487,0.69082,3519,full-circle ring,10,10,,2723,,584,D,50.88,1929,,John Taylor & Co,,,flat,,,1761,Y,09/12/2020 11:20
16675,Coity,S Mary,"Bridgend, Mid Glamorgan, Wales",13249,SS923815,51.52254,-3.55235,3250,full-circle ring,6,1,,420,Y,1405,E♯,26.5,1726,,Evan II & William Evans,,,removed,,,1762,Y,09/12/2020 11:20
16676,Coity,S Mary,"Bridgend, Mid Glamorgan, Wales",13249,SS923815,51.52254,-3.55235,3250,full-circle ring,6,2,,448,Y,1262,D♯,28,1726,,Evan II & William Evans,,,removed,,,1762,Y,09/12/2020 11:20
16677,Coity,S Mary,"Bridgend, Mid Glamorgan, Wales",13249,SS923815,51.52254,-3.55235,3250,full-circle ring,6,3,,504,Y,1127.5,C♯,29.5,1726,,Evan II & William Evans,,,removed,,,1762,Y,09/12/2020 11:20
16678,Coity,S Mary,"Bridgend, Mid Glamorgan, Wales",13249,SS923815,51.52254,-3.55235,3250,full-circle ring,6,4,,560,Y,1051.5,B♯,31,1726,,Evan II & William Evans,,,removed,,,1762,Y,09/12/2020 11:20
16679,Coity,S Mary,"Bridgend, Mid Glamorgan, Wales",13249,SS923815,51.52254,-3.55235,3250,full-circle ring,6,5,,728,Y,947.5,A♯,34,1726,,Evan II & William Evans,,,removed,,,1762,Y,09/12/2020 11:20
1723,Coity,S Mary,"Bridgend, Mid Glamorgan, Wales",13249,SS923815,51.52254,-3.55235,3250,full-circle ring,6,6,,985,,841,G♯,38,1726,,Evan II & William Evans,,,removed,,,1762,Y,09/12/2020 11:20
16689,Colan,S Colan,Cornwall,15304,SW868613,50.41281,-5.00196,5305,full-circle ring,3,1,,,,1022.5,C♭,30.5,c1570,Y,Exeter foundry,,,conventional,,,,Y,09/12/2020 11:20
16690,Colan,S Colan,Cornwall,15304,SW868613,50.41281,-5.00196,5305,full-circle ring,3,2,,,,938,B♭,31,1779,,IP & Co,,,,,,,Y,09/12/2020 11:20
1725,Colan,S Colan,Cornwall,15304,SW868613,50.41281,-5.00196,5305,full-circle ring,3,3,,672,Y,844.5,A♭,33.38,1879,,John Warner & Sons,,,,,,,Y,09/12/2020 11:20
16691,Colaton Raleigh,S John Bapt,Devon,12871,SY081871,50.67692,-3.3013,2872,full-circle ring,6,1,,517,,,E♯,27.75,1898,,Mears & Stainbank,,,removed,eighth,,1763,Y,09/12/2020 11:20
16692,Colaton Raleigh,S John Bapt,Devon,12871,SY081871,50.67692,-3.3013,2872,full-circle ring,6,2,,620,,,D♯,29.63,1897,,Mears & Stainbank,,,removed,eighth,,1763,Y,09/12/2020 11:20
16693,Colaton Raleigh,S John Bapt,Devon,12871,SY081871,50.67692,-3.3013,2872,full-circle ring,6,3,,674,,,C♯,31.75,1897,,Mears & Stainbank,,,removed,eighth,,1763,Y,09/12/2020 11:20
16694,Colaton Raleigh,S John Bapt,Devon,12871,SY081871,50.67692,-3.3013,2872,full-circle ring,6,4,,759,,,B♯,32.75,1897,,Mears & Stainbank,,,removed,eighth,,1763,Y,09/12/2020 11:20
16695,Colaton Raleigh,S John Bapt,Devon,12871,SY081871,50.67692,-3.3013,2872,full-circle ring,6,5,,924,Y,,A♯,35.75,c1499,Y,Exeter foundry,,,conventional,eighth,,1763,Y,09/12/2020 11:20
1726,Colaton Raleigh,S John Bapt,Devon,12871,SY081871,50.67692,-3.3013,2872,full-circle ring,6,6,,1344,Y,,G♯,39.75,c1430,Y,Robert Norton,,,conventional,eighth,,1763,Y,09/12/2020 11:20
16709,Colchester,"All Saints, Shrub End",Essex,12589,TL970231,51.8722,0.86089,2590,full-circle ring,6,1,,262,,2068,C,20.75,1962,,Mears & Stainbank,,,flat,unturned,,1766,Y,11/09/2023 19:45
16710,Colchester,"All Saints, Shrub End",Essex,12589,TL970231,51.8722,0.86089,2590,full-circle ring,6,2,,283,,1860,B♭,21.75,1962,,Mears & Stainbank,,,flat,unturned,,1766,Y,11/09/2023 19:45
16711,Colchester,"All Saints, Shrub End",Essex,12589,TL970231,51.8722,0.86089,2590,full-circle ring,6,3,,305,,1656,A♭,23,1962,,Mears & Stainbank,,,flat,unturned,,1766,Y,11/09/2023 19:45
16712,Colchester,"All Saints, Shrub End",Essex,12589,TL970231,51.8722,0.86089,2590,full-circle ring,6,4,,332,,1552,G,24,1962,,Mears & Stainbank,,,flat,unturned,,1766,Y,11/09/2023 19:45
16713,Colchester,"All Saints, Shrub End",Essex,12589,TL970231,51.8722,0.86089,2590,full-circle ring,6,5,,427,,1396,F,25.88,1962,,Mears & Stainbank,,,flat,unturned,,1766,Y,11/09/2023 19:45
1731,Colchester,"All Saints, Shrub End",Essex,12589,TL970231,51.8722,0.86089,2590,full-circle ring,6,6,,490,,1240,E♭,28,1962,,Mears & Stainbank,,,flat,unturned,,1766,Y,16/02/2021 17:35
16696,Colchester,S Leonard at the Hythe,Essex,14599,TM012247,51.88465,0.92298,4600,full-circle ring,6,1,,511,,1149.8,D,28.75,1927,,Alfred Bowell,,,flat,unturned,,1764,Y,19/09/2023 12:00
16697,Colchester,S Leonard at the Hythe,Essex,14599,TM012247,51.88465,0.92298,4600,full-circle ring,6,2,,668,,1027.6,C,31.13,1755,,Thomas Gardiner,,,conventional,quarter,,1764,Y,19/09/2023 12:00
16698,Colchester,S Leonard at the Hythe,Essex,14599,TM012247,51.88465,0.92298,4600,full-circle ring,6,3,,1099,,921.4,B♭,36.63,c1440,Y,William Chamberlain,,,conventional,quarter,,1764,Y,19/09/2023 11:59
16699,Colchester,S Leonard at the Hythe,Essex,14599,TM012247,51.88465,0.92298,4600,full-circle ring,6,4,,1239,,853.6,A,38.75,c1470,Y,John Kebyll,,,conventional,quarter,,1764,Y,19/09/2023 11:59
16700,Colchester,S Leonard at the Hythe,Essex,14599,TM012247,51.88465,0.92298,4600,full-circle ring,6,5,,1379,,767,G,41.38,1719,Y,John Thornton,,,conventional,quarter,,1764,Y,19/09/2023 11:59
1727,Colchester,S Leonard at the Hythe,Essex,14599,TM012247,51.88465,0.92298,4600,full-circle ring,6,6,,1680,,681.2,F,43.88,1926,,Alfred Bowell,,,flat,unturned,,1764,Y,11/09/2023 19:23
16701,Colchester,S Peter,Essex,11757,TL994252,51.88997,0.89652,1758,full-circle ring,8,1,,536,,1252,E♭,28,1913,,John Taylor & Co,,,flat,quarter,,1765,Y,09/12/2020 11:20
16702,Colchester,S Peter,Essex,11757,TL994252,51.88997,0.89652,1758,full-circle ring,8,2,,593,,1176,D,29.13,1913,,John Taylor & Co,,,flat,quarter,,1765,Y,09/12/2020 11:20
16703,Colchester,S Peter,Essex,11757,TL994252,51.88997,0.89652,1758,full-circle ring,8,3,,689,,1042,C,31.5,1913,,John Taylor & Co,,,flat,quarter,,1765,Y,09/12/2020 11:20
16704,Colchester,S Peter,Essex,11757,TL994252,51.88997,0.89652,1758,full-circle ring,8,4,,819,,935,B♭,33.75,1913,,John Taylor & Co,,,flat,quarter,,1765,Y,09/12/2020 11:20
16705,Colchester,S Peter,Essex,11757,TL994252,51.88997,0.89652,1758,full-circle ring,8,5,,1055,,833.5,A♭,37.38,1913,,John Taylor & Co,,,flat,quarter,,1765,Y,09/12/2020 11:20
16706,Colchester,S Peter,Essex,11757,TL994252,51.88997,0.89652,1758,full-circle ring,8,6,,1265,,782,G,39.5,1913,,John Taylor & Co,,,flat,quarter,,1765,Y,09/12/2020 11:20
16707,Colchester,S Peter,Essex,11757,TL994252,51.88997,0.89652,1758,full-circle ring,8,7,,1710,,701.5,F,44.13,1913,,John Taylor & Co,,,flat,quarter,,1765,Y,09/12/2020 11:20
1730,Colchester,S Peter,Essex,11757,TL994252,51.88997,0.89652,1758,full-circle ring,8,8,,2369,,624,E♭,49.38,1913,,John Taylor & Co,,,flat,quarter,,1765,Y,09/12/2020 11:20
16714,Cold Ashby,S Denys,Northamptonshire,11572,SP656762,52.38057,-1.0376,1573,full-circle ring,6,1,,270,,1469,F♯,23,1899,,John Warner & Sons,,,flat,turned,,1768,Y,09/07/2021 20:48
16715,Cold Ashby,S Denys,Northamptonshire,11572,SP656762,52.38057,-1.0376,1573,full-circle ring,6,2,,339,,1324,E,24.5,2003,,Eijsbouts,,,flat,unturned,,1767,Y,09/07/2021 20:48
16716,Cold Ashby,S Denys,Northamptonshire,11572,SP656762,52.38057,-1.0376,1573,full-circle ring,6,3,,546,,1196.5,D,24.88,1880,,John Taylor & Co,,,removed,turned,,1767,Y,09/07/2021 20:49
16717,Cold Ashby,S Denys,Northamptonshire,11572,SP656762,52.38057,-1.0376,1573,full-circle ring,6,4,,532,Y,1122.5,C♯,29,1317,Y,W Flint,,,removed,turned,,1767,Y,09/07/2021 20:49
16718,Cold Ashby,S Denys,Northamptonshire,11572,SP656762,52.38057,-1.0376,1573,full-circle ring,6,5,,616,Y,980.5,B,30.5,1606,,Newcombe (generic),,,removed,multiple,,1767,Y,09/07/2021 20:50
1732,Cold Ashby,S Denys,Northamptonshire,11572,SP656762,52.38057,-1.0376,1573,full-circle ring,6,6,,728,Y,878.5,A,33.25,1606,,Newcombe (generic),,,removed,multiple,,1767,Y,09/07/2021 20:51
16719,Cold Aston,S Andrew,Gloucestershire,16479,SP127199,51.87756,-1.81576,6480,full-circle ring,5,1,,440,,,F♯,26,1717,,Abraham I Rudhall,,,removed,unturned,,1769,Y,09/12/2020 11:20
16720,Cold Aston,S Andrew,Gloucestershire,16479,SP127199,51.87756,-1.81576,6480,full-circle ring,5,2,,462,,,E,27,1880,,John Taylor & Co,,,conventional,unturned,,1769,Y,09/12/2020 11:20
16721,Cold Aston,S Andrew,Gloucestershire,16479,SP127199,51.87756,-1.81576,6480,full-circle ring,5,3,,528,,,D♯,28.5,1717,,Abraham I Rudhall,,,conventional,unturned,,1769,Y,09/12/2020 11:20
16722,Cold Aston,S Andrew,Gloucestershire,16479,SP127199,51.87756,-1.81576,6480,full-circle ring,5,4,,682,,,C♯,31,1717,,Abraham I Rudhall,,,conventional,unturned,,1769,Y,09/12/2020 11:20
1733,Cold Aston,S Andrew,Gloucestershire,16479,SP127199,51.87756,-1.81576,6480,full-circle ring,5,5,,660,,,B,32,1796,,John Rudhall,,,conventional,unturned,,1769,Y,09/12/2020 11:20
16723,Cold Brayfield,S Mary,Buckinghamshire,13728,SP929522,52.1607,-0.64298,3729,full-circle ring,3,1,,252,Y,1699,A♭,21,1607,Y,John II Clarke,,,conventional,unturned,,1771,Y,09/12/2020 11:20
16724,Cold Brayfield,S Mary,Buckinghamshire,13728,SP929522,52.1607,-0.64298,3729,full-circle ring,3,2,,252,Y,1511.5,G♭,22,1688,Y,Alexander Rigby,,,conventional,unturned,,1771,Y,09/12/2020 11:20
1734,Cold Brayfield,S Mary,Buckinghamshire,13728,SP929522,52.1607,-0.64298,3729,full-circle ring,3,3,,424,,1386,F,26.5,1828,,W & J Taylor,,,conventional,unturned,,1771,Y,09/12/2020 11:20
16725,Cold Higham,S Luke,Northamptonshire,10919,SP662535,52.17587,-1.03246,920,full-circle ring,6,1,,330,,1420,F,24.19,1928,,Gillett & Johnston,,,,,,1772,Y,09/12/2020 11:20
16726,Cold Higham,S Luke,Northamptonshire,10919,SP662535,52.17587,-1.03246,920,full-circle ring,6,2,,361,,1278,E♭,25.5,1913,,Gillett & Johnston,,,,,,1772,Y,09/12/2020 11:20
16727,Cold Higham,S Luke,Northamptonshire,10919,SP662535,52.17587,-1.03246,920,full-circle ring,6,3,,426,,1136,D♭,27.5,1913,,Gillett & Johnston,,,,,,1772,Y,09/12/2020 11:20
16728,Cold Higham,S Luke,Northamptonshire,10919,SP662535,52.17587,-1.03246,920,full-circle ring,6,4,,481,,1064,C,29.07,1913,,Gillett & Johnston,,,,,,1772,Y,09/12/2020 11:20
16729,Cold Higham,S Luke,Northamptonshire,10919,SP662535,52.17587,-1.03246,920,full-circle ring,6,5,,661,,960,B♭,32,1913,,Gillett & Johnston,,,,,,1772,Y,09/12/2020 11:20
1735,Cold Higham,S Luke,Northamptonshire,10919,SP662535,52.17587,-1.03246,920,full-circle ring,6,6,,917,,852,A♭,36,1913,,Gillett & Johnston,,,,,,1772,Y,09/12/2020 11:20
16730,Cold Overton,S John Bapt,Leicestershire,16352,SK810101,52.68299,-0.80303,6353,full-circle ring,3,1,,687,,1029,B♯,32.75,1857,,John Taylor & Son,,,removed,,,1774,Y,09/12/2020 11:20
16731,Cold Overton,S John Bapt,Leicestershire,16352,SK810101,52.68299,-0.80303,6353,full-circle ring,3,2,,904,,921,A♯,35.75,c1486,Y,John Danyell succ'r ('Brede'),,,removed,,,1773,Y,09/12/2020 11:20
1736,Cold Overton,S John Bapt,Leicestershire,16352,SK810101,52.68299,-0.80303,6353,full-circle ring,3,3,,1120,,819,G♯,39.18,1664,,Thomas Norris,,,removed,,,1773,Y,09/12/2020 11:20
64503,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,1,,2.5,,,F♯,6.25,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64504,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,2,,2.5,,,E,6.5,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64505,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,3,,2.5,,,D♯,6.5,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64506,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,4,,2.5,,,C♯,6.5,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64507,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,5,,3.25,,,B,7.5,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64508,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,6,,3.25,,,A♯,7.5,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64509,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,7,,3.25,,,G♯,8,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64510,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,8,,6,,,F♯,10,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64511,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,9,,6,,,E,10,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64512,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,10,,6.25,,,D♯,10,1983,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64513,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,11,,9.25,,,C♯,11.75,1986,,A Harris & Sons,,,,,,,,15/10/2024 17:52
63404,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,12,,11.25,,,B,12.5,1988,,A Harris & Sons,,,,,,,,15/10/2024 17:52
64515,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,6b,,3.25,,,A,7.5,1983,,A Harris & Sons,,,,,,,,22/01/2025 16:24
64514,Colden Common,The Maybells Campanile,Hampshire,25202,,,,17262,lightweight ring,12,0extra,,2.5,,,G♯,2.5,1983,,A Harris & Sons,,,,,,,,22/01/2025 16:25
16732,Coldridge,S Matthew,Devon,12687,SS698076,50.85364,-3.85057,2688,full-circle ring,6,1,,,,,E♯,29,1808,,Thomas (Castleman) III Bilbie,,,conventional,,,1775,Y,09/12/2020 11:20
16733,Coldridge,S Matthew,Devon,12687,SS698076,50.85364,-3.85057,2688,full-circle ring,6,2,,,,,D♯,30,1726,,John II [C] Pennington,,,conventional,,,1775,Y,09/12/2020 11:20
16734,Coldridge,S Matthew,Devon,12687,SS698076,50.85364,-3.85057,2688,full-circle ring,6,3,,660,,,C♯,31.13,1906,,Mears & Stainbank,,,conventional,,,1775,Y,09/12/2020 11:20
16735,Coldridge,S Matthew,Devon,12687,SS698076,50.85364,-3.85057,2688,full-circle ring,6,4,,743,,,B♯,32.88,1875,,Mears & Stainbank,,,conventional,,,1775,Y,09/12/2020 11:20
16736,Coldridge,S Matthew,Devon,12687,SS698076,50.85364,-3.85057,2688,full-circle ring,6,5,,957,,,A♯,36.25,1875,,Mears & Stainbank,,,conventional,,,1775,Y,09/12/2020 11:20
1737,Coldridge,S Matthew,Devon,12687,SS698076,50.85364,-3.85057,2688,full-circle ring,6,6,,1456,Y,,G♯,40.38,1808,,Thomas (Castleman) III Bilbie,,,conventional,,,1775,Y,09/12/2020 11:20
16737,Coldwaltham,S Giles,West Sussex,11849,TQ023165,50.93922,-0.54486,1850,full-circle ring,3 U/R,1,,,,1369.5,E,24,c1390,Y,John Langhorne,,,conventional,quarter,,1776,Y,21/11/2022 17:29
16738,Coldwaltham,S Giles,West Sussex,11849,TQ023165,50.93922,-0.54486,1850,full-circle ring,3 U/R,2,,,,1232.5,D,27,c1390,Y,John Langhorne,,,conventional,quarter,,1776,Y,21/11/2022 17:29
1738,Coldwaltham,S Giles,West Sussex,11849,TQ023165,50.93922,-0.54486,1850,full-circle ring,3 U/R,3,,616,Y,1001,B,29.5,1665,,William III & Roger II Purdue,,,conventional,quarter,,1776,Y,21/11/2022 17:29
